x,y_name,y,action,direction,meters,degshours,object1,nearest,relation1,object2,relation2,object3,self,gaze,type,subset,fold
убеги на 14m на восточный край,meter,2,4,7,6,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй тянуть на 81 м вперед,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,train,-1
начни подходить на 79м,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,valid,-1
топай в левую сторону на 10м,meter,2,4,4,5,0,0,0,0,0,0,0,0,0,generator,train,-1
направляйся 22 м,meter,2,4,1,7,0,0,0,0,0,0,0,0,0,generator,train,-1
начни подыматься 6m,meter,2,4,1,3,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся вкатываться на 42m,meter,2,4,1,9,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй лететь 4м на северный край,meter,2,4,5,2,0,0,0,0,0,0,0,0,0,generator,train,-1
начни переступать 28 м в северную сторону,meter,2,4,5,9,0,0,0,0,0,0,0,0,0,generator,train,-1
углубись на 5m по левую руку,meter,2,4,4,3,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй идти в южную сторону на 26 м,meter,2,4,6,8,0,0,0,0,0,0,0,0,0,generator,train,-1
начни переходить на 8м назад,meter,2,4,2,4,0,0,0,0,0,0,0,0,0,generator,train,-1
соверши телепортацию 90m,meter,2,4,1,12,0,0,0,0,0,0,0,0,0,generator,train,-1
отступи в северную сторону 39 м,meter,2,4,5,9,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся газовать 58m на запад,meter,2,4,8,10,0,0,0,0,0,0,0,0,0,generator,train,-1
выходи по правую руку 55m,meter,2,4,3,10,0,0,0,0,0,0,0,0,0,generator,train,-1
обоснуйся 2 метра,meter,2,4,1,1,0,0,0,0,0,0,0,0,0,generator,valid,-1
пытайся переходить на 8 метров взад,meter,2,4,2,4,0,0,0,0,0,0,0,0,0,generator,train,-1
поезжай на 106m,meter,2,4,1,12,0,0,0,0,0,0,0,0,0,generator,train,-1
выметайся в сторону севера 6м,meter,2,4,5,3,0,0,0,0,0,0,0,0,0,generator,train,-1
командируйся на 110m напрямик,meter,2,4,1,12,0,0,0,0,0,0,0,0,0,generator,train,-1
отбеги на 3м в левую сторону,meter,2,4,4,2,0,0,0,0,0,0,0,0,0,generator,train,-1
загребай в левую сторону на 67м,meter,2,4,4,11,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся шагать на 30 м,meter,2,4,1,9,0,0,0,0,0,0,0,0,0,generator,train,-1
влачись на западный край на 1м,meter,2,4,8,1,0,0,0,0,0,0,0,0,0,generator,train,-1
пробеги на северный край 23m,meter,2,4,5,8,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай выбрасываться на 20м назад,meter,2,4,2,7,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся плыть на 22 м задом,meter,2,4,2,7,0,0,0,0,0,0,0,0,0,generator,train,-1
хромай на 14 м,meter,2,4,1,6,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай везти на 33m по левую руку,meter,2,4,4,9,0,0,0,0,0,0,0,0,0,generator,train,-1
вкатывайся на 65 метров,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,train,-1
наступай 12m на восточный край,meter,2,4,7,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
зайди на 7м,meter,2,4,1,4,0,0,0,0,0,0,0,0,0,generator,train,-1
шлёпай на 7m налево,meter,2,4,4,4,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй вышагивать 55м по левую руку,meter,2,4,4,10,0,0,0,0,0,0,0,0,0,generator,valid,-1
прогуляйся на южный край 7м,meter,2,4,6,4,0,0,0,0,0,0,0,0,0,generator,valid,-1
приедь 86м налево,meter,2,4,4,12,0,0,0,0,0,0,0,0,0,generator,valid,-1
скачи в сторону запада на 4 метра,meter,2,4,8,2,0,0,0,0,0,0,0,0,0,generator,valid,-1
пустись на восточный край 28 м,meter,2,4,7,9,0,0,0,0,0,0,0,0,0,generator,train,-1
приходи на запад 14м,meter,2,4,8,6,0,0,0,0,0,0,0,0,0,generator,train,-1
подымайся задом 22 м,meter,2,4,2,7,0,0,0,0,0,0,0,0,0,generator,train,-1
обоснуйся на 3 м на южный край,meter,2,4,6,2,0,0,0,0,0,0,0,0,0,generator,train,-1
беги 2m вправо,meter,2,4,3,1,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся шарить задом 22m,meter,2,4,2,7,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй колобродить задом 5m,meter,2,4,2,3,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй колобродить на 11м в сторону запада,meter,2,4,8,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
мчи 5м прямо,meter,2,4,1,3,0,0,0,0,0,0,0,0,0,generator,valid,-1
начинай проезжать 24m по левую руку,meter,2,4,4,8,0,0,0,0,0,0,0,0,0,generator,train,-1
маршируй 67 м,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,train,-1
тянись 90м,meter,2,4,1,12,0,0,0,0,0,0,0,0,0,generator,valid,-1
вылети на 19m на север,meter,2,4,5,7,0,0,0,0,0,0,0,0,0,generator,train,-1
двигаться направо 22 м,meter,2,4,3,7,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй чалить прямо по курсу 42m,meter,2,4,1,9,0,0,0,0,0,0,0,0,0,generator,train,-1
трогай 81m прямо,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,train,-1
ползи 23m,meter,2,4,1,8,0,0,0,0,0,0,0,0,0,generator,train,-1
отгреби 66м в северную сторону,meter,2,4,5,11,0,0,0,0,0,0,0,0,0,generator,train,-1
начни двигаться 77м,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй дерзать 71m,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,train,-1
мчи в восточную сторону 7m,meter,2,4,7,4,0,0,0,0,0,0,0,0,0,generator,train,-1
выбегай в южную сторону 7 метров,meter,2,4,6,4,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай ступать на 6m налево,meter,2,4,4,3,0,0,0,0,0,0,0,0,0,generator,valid,-1
сдвинься 15m,meter,2,4,1,6,0,0,0,0,0,0,0,0,0,generator,train,-1
гуляй на 98 м,meter,2,4,1,12,0,0,0,0,0,0,0,0,0,generator,train,-1
выполни передислокацию на 71m,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй перебрасываться в сторону запада на 38м,meter,2,4,8,9,0,0,0,0,0,0,0,0,0,generator,train,-1
денься на северный край 16m,meter,2,4,5,6,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй ползти на западный край 2m,meter,2,4,8,1,0,0,0,0,0,0,0,0,0,generator,train,-1
подымайся задом 3m,meter,2,4,2,2,0,0,0,0,0,0,0,0,0,generator,train,-1
пройди в сторону севера 3 м,meter,2,4,5,2,0,0,0,0,0,0,0,0,0,generator,train,-1
перемещайся на 91 м в южную сторону,meter,2,4,6,12,0,0,0,0,0,0,0,0,0,generator,train,-1
отправляйся на 11m вперед,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,train,-1
переступай 8м,meter,2,4,1,4,0,0,0,0,0,0,0,0,0,generator,valid,-1
отгреби 59 метров,meter,2,4,1,10,0,0,0,0,0,0,0,0,0,generator,valid,-1
шмыгай на восточный край на 8м,meter,2,4,7,4,0,0,0,0,0,0,0,0,0,generator,train,-1
прилети на западный край на 15м,meter,2,4,8,6,0,0,0,0,0,0,0,0,0,generator,train,-1
прилети на 107 м,meter,2,4,1,12,0,0,0,0,0,0,0,0,0,generator,train,-1
устройся 3m направо,meter,2,4,3,2,0,0,0,0,0,0,0,0,0,generator,train,-1
выполни передислокацию на север 10м,meter,2,4,5,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
теки назад на 36m,meter,2,4,2,9,0,0,0,0,0,0,0,0,0,generator,train,-1
канай в южную сторону на 1 м,meter,2,4,6,1,0,0,0,0,0,0,0,0,0,generator,train,-1
съезди вспять на 17м,meter,2,4,2,6,0,0,0,0,0,0,0,0,0,generator,valid,-1
продвигайся на 108м на запад,meter,2,4,8,12,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай вышагивать на восточный край 55m,meter,2,4,7,10,0,0,0,0,0,0,0,0,0,generator,train,-1
отвали 24м,meter,2,4,1,8,0,0,0,0,0,0,0,0,0,generator,train,-1
отбегай назад на 26м,meter,2,4,2,8,0,0,0,0,0,0,0,0,0,generator,train,-1
броди 4 метра,meter,2,4,1,2,0,0,0,0,0,0,0,0,0,generator,train,-1
зайди 66м,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,train,-1
пойди на 6 метров,meter,2,4,1,3,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся танцевать в левую сторону 7 м,meter,2,4,4,4,0,0,0,0,0,0,0,0,0,generator,train,-1
начни уноситься в левую сторону 8 м,meter,2,4,4,4,0,0,0,0,0,0,0,0,0,generator,train,-1
денься 7m в восточную сторону,meter,2,4,7,4,0,0,0,0,0,0,0,0,0,generator,valid,-1
начинай убегать на 8m в сторону юга,meter,2,4,6,4,0,0,0,0,0,0,0,0,0,generator,train,-1
удались влево 109m,meter,2,4,4,12,0,0,0,0,0,0,0,0,0,generator,train,-1
выбрасывайся на 58м,meter,2,4,1,10,0,0,0,0,0,0,0,0,0,generator,train,-1
отвали на 14m в сторону севера,meter,2,4,5,6,0,0,0,0,0,0,0,0,0,generator,train,-1
прогуляйся на север на 23m,meter,2,4,5,8,0,0,0,0,0,0,0,0,0,generator,valid,-1
ползи на 13m в западную сторону,meter,2,4,8,5,0,0,0,0,0,0,0,0,0,generator,train,-1
обоснуйся по правую руку 48м,meter,2,4,3,10,0,0,0,0,0,0,0,0,0,generator,train,-1
устремись в левую сторону на 51m,meter,2,4,4,10,0,0,0,0,0,0,0,0,0,generator,train,-1
спускайся прямо по курсу на 25m,meter,2,4,1,8,0,0,0,0,0,0,0,0,0,generator,valid,-1
газуй в левую сторону 23m,meter,2,4,4,8,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай переступать 6 метров в западную сторону,meter,2,4,8,3,0,0,0,0,0,0,0,0,0,generator,valid,-1
дефилируй в восточную сторону 11м,meter,2,4,7,5,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай высаживаться на 3m по левую руку,meter,2,4,4,2,0,0,0,0,0,0,0,0,0,generator,valid,-1
начни отбегать на юг на 24m,meter,2,4,6,8,0,0,0,0,0,0,0,0,0,generator,valid,-1
отступи в северную сторону на 3м,meter,2,4,5,2,0,0,0,0,0,0,0,0,0,generator,train,-1
начни основываться на 25m в сторону запада,meter,2,4,8,8,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй подыматься задом 14 метров,meter,2,4,2,6,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй семенить в сторону юга 79 м,meter,2,4,6,11,0,0,0,0,0,0,0,0,0,generator,train,-1
танцуй на южный край 10m,meter,2,4,6,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
пытайся отправляться 4 метра задом,meter,2,4,2,2,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай подходить 16m вспять,meter,2,4,2,6,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся ковылять 8m,meter,2,4,1,4,0,0,0,0,0,0,0,0,0,generator,valid,-1
танцуй на 13 м на южный край,meter,2,4,6,5,0,0,0,0,0,0,0,0,0,generator,train,-1
проезжай 69 м напрямик,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,train,-1
прогуляйся в южную сторону на 30 м,meter,2,4,6,9,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся пробираться на 17 м направо,meter,2,4,3,6,0,0,0,0,0,0,0,0,0,generator,train,-1
шлёпай 3m в северную сторону,meter,2,4,5,2,0,0,0,0,0,0,0,0,0,generator,train,-1
перебегать в правую сторону на 14m,meter,2,4,3,6,0,0,0,0,0,0,0,0,0,generator,train,-1
поддай 29 метров,meter,2,4,1,9,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся направлять шаги в восточную сторону на 3 м,meter,2,4,7,2,0,0,0,0,0,0,0,0,0,generator,train,-1
денься на 9 метров напролом,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,train,-1
шкандыбарь 103m на южный край,meter,2,4,6,12,0,0,0,0,0,0,0,0,0,generator,train,-1
убегай 58м на север,meter,2,4,5,10,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся нестись 3 м по правую руку,meter,2,4,3,2,0,0,0,0,0,0,0,0,0,generator,train,-1
перебегать в северную сторону 84m,meter,2,4,5,11,0,0,0,0,0,0,0,0,0,generator,train,-1
выбрасывайся 1м вперед,meter,2,4,1,1,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся влачиться на север на 31m,meter,2,4,5,9,0,0,0,0,0,0,0,0,0,generator,valid,-1
пытайся грести вперед 32 м,meter,2,4,1,9,0,0,0,0,0,0,0,0,0,generator,train,-1
канай 5м,meter,2,4,1,3,0,0,0,0,0,0,0,0,0,generator,train,-1
трюшчи на 96 м вправо,meter,2,4,3,12,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй шлёпать на 6м на север,meter,2,4,5,3,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай выметаться на 51м в северную сторону,meter,2,4,5,10,0,0,0,0,0,0,0,0,0,generator,train,-1
дуй 11 метров в сторону юга,meter,2,4,6,5,0,0,0,0,0,0,0,0,0,generator,train,-1
начни плестись направо 6m,meter,2,4,3,3,0,0,0,0,0,0,0,0,0,generator,valid,-1
прогуляйся 42 м на запад,meter,2,4,8,9,0,0,0,0,0,0,0,0,0,generator,valid,-1
продвигайся на 4m,meter,2,4,1,2,0,0,0,0,0,0,0,0,0,generator,train,-1
шлёпай на 10m,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
устремись на 2 м,meter,2,4,1,1,0,0,0,0,0,0,0,0,0,generator,valid,-1
начни шагать назад на 109m,meter,2,4,2,12,0,0,0,0,0,0,0,0,0,generator,train,-1
чаль на 86м в восточную сторону,meter,2,4,7,12,0,0,0,0,0,0,0,0,0,generator,train,-1
доставь себя 5м прямо,meter,2,4,1,3,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся проезжать в сторону юга на 62м,meter,2,4,6,10,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай колобродить в сторону севера на 78м,meter,2,4,5,11,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай мчаться в западную сторону 72m,meter,2,4,8,11,0,0,0,0,0,0,0,0,0,generator,train,-1
начни валить 2м в северную сторону,meter,2,4,5,1,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся переходить 30 метров в восточную сторону,meter,2,4,7,9,0,0,0,0,0,0,0,0,0,generator,train,-1
торопись 8m напролом,meter,2,4,1,4,0,0,0,0,0,0,0,0,0,generator,valid,-1
трогай на восточный край 30m,meter,2,4,7,9,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй двигаться в южную сторону 32м,meter,2,4,6,9,0,0,0,0,0,0,0,0,0,generator,train,-1
катись вспять 14 м,meter,2,4,2,6,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся подвигаться задом на 56м,meter,2,4,2,10,0,0,0,0,0,0,0,0,0,generator,valid,-1
начинай шлёпать 3 м,meter,2,4,1,2,0,0,0,0,0,0,0,0,0,generator,train,-1
поддай на 8м,meter,2,4,1,4,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся проходить 3m в северную сторону,meter,2,4,5,2,0,0,0,0,0,0,0,0,0,generator,train,-1
дуй на 67 метров в сторону востока,meter,2,4,7,11,0,0,0,0,0,0,0,0,0,generator,valid,-1
греби налево 19m,meter,2,4,4,7,0,0,0,0,0,0,0,0,0,generator,train,-1
пошел 3 м,meter,2,4,1,2,0,0,0,0,0,0,0,0,0,generator,valid,-1
выйди на 5м,meter,2,4,1,3,0,0,0,0,0,0,0,0,0,generator,train,-1
прилети в северную сторону на 45 метров,meter,2,4,5,10,0,0,0,0,0,0,0,0,0,generator,train,-1
сдай взад на 11м,meter,2,4,2,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй приходить налево 21м,meter,2,4,4,7,0,0,0,0,0,0,0,0,0,generator,valid,-1
начинай выбираться в восточную сторону на 4м,meter,2,4,7,2,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай мчать 12 метров прямо,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
выполни передислокацию в левую сторону 6м,meter,2,4,4,3,0,0,0,0,0,0,0,0,0,generator,valid,-1
выйди назад на 6м,meter,2,4,2,3,0,0,0,0,0,0,0,0,0,generator,train,-1
тянись на 8 м,meter,2,4,1,4,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй переступать 2 метра,meter,2,4,1,1,0,0,0,0,0,0,0,0,0,generator,valid,-1
основывайся в сторону севера на 4m,meter,2,4,5,2,0,0,0,0,0,0,0,0,0,generator,train,-1
поезжай на 12м в сторону севера,meter,2,4,5,5,0,0,0,0,0,0,0,0,0,generator,train,-1
приедь 78 метров,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,train,-1
устройся на 24m,meter,2,4,1,8,0,0,0,0,0,0,0,0,0,generator,train,-1
зайди 9м прямо по курсу,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,train,-1
пустись 1 метр,meter,2,4,1,1,0,0,0,0,0,0,0,0,0,generator,train,-1
стягивайся на 12m,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,train,-1
осуществи перемещение на 9 м,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
пытайся плыть на 3m на восток,meter,2,4,7,2,0,0,0,0,0,0,0,0,0,generator,train,-1
трогай взад 17м,meter,2,4,2,6,0,0,0,0,0,0,0,0,0,generator,train,-1
начни шествовать на 27м в сторону запада,meter,2,4,8,8,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай гнать взад 82 метра,meter,2,4,2,11,0,0,0,0,0,0,0,0,0,generator,train,-1
начни дерзать 37 м налево,meter,2,4,4,9,0,0,0,0,0,0,0,0,0,generator,train,-1
приедь на 8м в западную сторону,meter,2,4,8,4,0,0,0,0,0,0,0,0,0,generator,train,-1
беги в западную сторону 41м,meter,2,4,8,9,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся выступать на 102m,meter,2,4,1,12,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай шкандыбать на 14м в северную сторону,meter,2,4,5,6,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй валить на 9m в западную сторону,meter,2,4,8,5,0,0,0,0,0,0,0,0,0,generator,train,-1
греби 78 метров по левую руку,meter,2,4,4,11,0,0,0,0,0,0,0,0,0,generator,train,-1
выполни передислокацию в северную сторону 3m,meter,2,4,5,2,0,0,0,0,0,0,0,0,0,generator,train,-1
углубись 1м,meter,2,4,1,1,0,0,0,0,0,0,0,0,0,generator,train,-1
шкандыбай 1м по правую руку,meter,2,4,3,1,0,0,0,0,0,0,0,0,0,generator,train,-1
чаль в северную сторону 40м,meter,2,4,5,9,0,0,0,0,0,0,0,0,0,generator,train,-1
мчись взад на 27m,meter,2,4,2,8,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй тянуться на 84м задом,meter,2,4,2,11,0,0,0,0,0,0,0,0,0,generator,train,-1
прилети на 6 метров задом,meter,2,4,2,3,0,0,0,0,0,0,0,0,0,generator,valid,-1
начни тащиться на 37m в сторону востока,meter,2,4,7,9,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай хлюпать на 17 м в сторону востока,meter,2,4,7,6,0,0,0,0,0,0,0,0,0,generator,train,-1
исколеси на 97m по правую руку,meter,2,4,3,12,0,0,0,0,0,0,0,0,0,generator,valid,-1
уходи на 72м налево,meter,2,4,4,11,0,0,0,0,0,0,0,0,0,generator,valid,-1
начни брести на 9m в сторону востока,meter,2,4,7,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
пытайся выбредать в восточную сторону 12m,meter,2,4,7,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
захаживай 5 м в западную сторону,meter,2,4,8,3,0,0,0,0,0,0,0,0,0,generator,valid,-1
поезжай 28 м вспять,meter,2,4,2,9,0,0,0,0,0,0,0,0,0,generator,train,-1
причаль на восток 1m,meter,2,4,7,1,0,0,0,0,0,0,0,0,0,generator,train,-1
выбредай по правую руку 10м,meter,2,4,3,5,0,0,0,0,0,0,0,0,0,generator,train,-1
отправляйся 19 м вперед,meter,2,4,1,7,0,0,0,0,0,0,0,0,0,generator,train,-1
начни шарить на 13 метров в сторону запада,meter,2,4,8,5,0,0,0,0,0,0,0,0,0,generator,train,-1
несись на 84 м по правую руку,meter,2,4,3,11,0,0,0,0,0,0,0,0,0,generator,valid,-1
выходи на западный край на 9 м,meter,2,4,8,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
вкатывайся 4m вправо,meter,2,4,3,2,0,0,0,0,0,0,0,0,0,generator,valid,-1
трюшчи 6m,meter,2,4,1,3,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй направляться 37m,meter,2,4,1,9,0,0,0,0,0,0,0,0,0,generator,valid,-1
выдвигайся 13м,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,train,-1
скачи в правую сторону 86м,meter,2,4,3,12,0,0,0,0,0,0,0,0,0,generator,train,-1
канай направо 40м,meter,2,4,3,9,0,0,0,0,0,0,0,0,0,generator,valid,-1
доставь себя 67м задом,meter,2,4,2,11,0,0,0,0,0,0,0,0,0,generator,valid,-1
выскочи на 8m,meter,2,4,1,4,0,0,0,0,0,0,0,0,0,generator,train,-1
тронься 4м,meter,2,4,1,2,0,0,0,0,0,0,0,0,0,generator,valid,-1
начинай танцевать 8m,meter,2,4,1,4,0,0,0,0,0,0,0,0,0,generator,train,-1
трюшчи 13m,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся направлять шаги на 21 метр,meter,2,4,1,7,0,0,0,0,0,0,0,0,0,generator,valid,-1
пытайся трусить на 29м,meter,2,4,1,9,0,0,0,0,0,0,0,0,0,generator,valid,-1
выбегай 68м задом,meter,2,4,2,11,0,0,0,0,0,0,0,0,0,generator,train,-1
устремись 60 метров,meter,2,4,1,10,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся шмыгать 89m в левую сторону,meter,2,4,4,12,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай волочься 8м на север,meter,2,4,5,4,0,0,0,0,0,0,0,0,0,generator,train,-1
приходи 12м налево,meter,2,4,4,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
отвали 3м вперед,meter,2,4,1,2,0,0,0,0,0,0,0,0,0,generator,train,-1
начни продвигаться напролом 2 метра,meter,2,4,1,1,0,0,0,0,0,0,0,0,0,generator,train,-1
вали на 58 м прямо,meter,2,4,1,10,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай трусить 12m по левую руку,meter,2,4,4,5,0,0,0,0,0,0,0,0,0,generator,train,-1
наступай на 8 метров по правую руку,meter,2,4,3,4,0,0,0,0,0,0,0,0,0,generator,train,-1
прогуляйся на юг на 11 м,meter,2,4,6,5,0,0,0,0,0,0,0,0,0,generator,train,-1
начни танцевать на западный край на 107 метров,meter,2,4,8,12,0,0,0,0,0,0,0,0,0,generator,valid,-1
съезди 10m,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй подвигаться 108м в сторону севера,meter,2,4,5,12,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай спешить 15м,meter,2,4,1,6,0,0,0,0,0,0,0,0,0,generator,train,-1
убеги 10m,meter,2,4,1,5,0,0,0,0,0,0,0,0,0,generator,train,-1
влачись на северный край 5m,meter,2,4,5,3,0,0,0,0,0,0,0,0,0,generator,train,-1
отходи в левую сторону 20m,meter,2,4,4,7,0,0,0,0,0,0,0,0,0,generator,train,-1
выскочи 16m в сторону севера,meter,2,4,5,6,0,0,0,0,0,0,0,0,0,generator,train,-1
удались по левую руку 48 метров,meter,2,4,4,10,0,0,0,0,0,0,0,0,0,generator,train,-1
трусь 22 м задом,meter,2,4,2,7,0,0,0,0,0,0,0,0,0,generator,valid,-1
соверши телепортацию 69m направо,meter,2,4,3,11,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся вкатываться на 55м назад,meter,2,4,2,10,0,0,0,0,0,0,0,0,0,generator,train,-1
причаль направо 26 метров,meter,2,4,3,8,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй прохаживать 90м,meter,2,4,1,12,0,0,0,0,0,0,0,0,0,generator,valid,-1
трусь на 37m налево,meter,2,4,4,9,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай подходить 78м прямо по курсу,meter,2,4,1,11,0,0,0,0,0,0,0,0,0,generator,valid,-1
пробеги на восток 15m,meter,2,4,7,6,0,0,0,0,0,0,0,0,0,generator,train,-1
проходи вперед на 26m,meter,2,4,1,8,0,0,0,0,0,0,0,0,0,generator,train,-1
пошел 7m в сторону запада,meter,2,4,8,4,0,0,0,0,0,0,0,0,0,generator,train,-1
приедь на 57m в сторону востока,meter,2,4,7,10,0,0,0,0,0,0,0,0,0,generator,train,-1
торопись взад на 56м,meter,2,4,2,10,0,0,0,0,0,0,0,0,0,generator,train,-1
иди в южную сторону на 21м,meter,2,4,6,7,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся подходить на 6 метров прямо по курсу,meter,2,4,1,3,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй скакать в правую сторону 6м,meter,2,4,3,3,0,0,0,0,0,0,0,0,0,generator,valid,-1
беги 52 метра по правую руку,meter,2,4,3,10,0,0,0,0,0,0,0,0,0,generator,train,-1
денься в восточную сторону на 4m,meter,2,4,7,2,0,0,0,0,0,0,0,0,0,generator,train,-1
доставь себя на север 14м,meter,2,4,5,6,0,0,0,0,0,0,0,0,0,generator,valid,-1
шкандыбай прямо по курсу на 3m,meter,2,4,1,2,0,0,0,0,0,0,0,0,0,generator,train,-1
начинай захаживать 23m,meter,2,4,1,8,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй вкатываться на 16м назад,meter,2,4,2,6,0,0,0,0,0,0,0,0,0,generator,valid,-1
попробуй захаживать на восток на 7 метров,meter,2,4,7,4,0,0,0,0,0,0,0,0,0,generator,train,-1
начни волочься 5м,meter,2,4,1,3,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся спешить по левую руку на 6м,meter,2,4,4,3,0,0,0,0,0,0,0,0,0,generator,train,-1
пытайся проходить на 9m влево,meter,2,4,4,5,0,0,0,0,0,0,0,0,0,generator,valid,-1
выходи в сторону запада 95 метров,meter,2,4,8,12,0,0,0,0,0,0,0,0,0,generator,train,-1
шествуй в правую сторону на 15м,meter,2,4,3,6,0,0,0,0,0,0,0,0,0,generator,train,-1
проходи 4m,meter,2,4,1,2,0,0,0,0,0,0,0,0,0,generator,train,-1
отбеги на 7 метров в сторону юга,meter,2,4,6,4,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй плыть 47м,meter,2,4,1,10,0,0,0,0,0,0,0,0,0,generator,train,-1
потеряйся на 23 м,meter,2,4,1,8,0,0,0,0,0,0,0,0,0,generator,valid,-1
проезжай в сторону севера 17м,meter,2,4,5,6,0,0,0,0,0,0,0,0,0,generator,valid,-1
влачись на 25m на северный край,meter,2,4,5,8,0,0,0,0,0,0,0,0,0,generator,train,-1
попробуй бродить на 37m,meter,2,4,1,9,0,0,0,0,0,0,0,0,0,generator,train,-1
тронься на 63м в левую сторону,meter,2,4,4,10,0,0,0,0,0,0,0,0,0,generator,train,-1
