x;y_name;y;action;direction;meters;degshours;object1;nearest;relation1;object2;relation2;object3;self;gaze;delayed;type
опережай близкую преграду;nearest;6;8;0;0;0;12;1;0;0;0;0;0;0;0;generator
обскакивай ближайшую пропасть;nearest;6;8;0;0;0;5;1;0;0;0;0;0;0;0;generator
начинай колобродить к близкому холму;nearest;6;6;0;0;0;7;1;0;0;0;0;0;0;0;generator
пытайся обозревать близлежащий разлом;nearest;6;9;0;0;0;8;1;0;0;0;0;0;0;0;generator
попробуй объезжать ближайший камушек;nearest;6;8;0;0;0;10;1;0;0;0;0;0;0;0;generator
обследуй ближайшего свалившегося человека;nearest;6;9;0;0;0;9;1;0;0;0;0;0;0;0;generator
отыщи ближний лес;nearest;6;7;0;0;0;4;1;0;0;0;0;0;0;0;generator
попробуй толкаться к ближнему сваленному дереву;nearest;6;6;0;0;0;3;1;0;0;0;0;0;0;0;generator
пытайся выметаться к близлежащему пьяному человеку;nearest;6;6;0;0;0;9;1;0;0;0;0;0;0;0;generator
обнаружь ближайшую ольху;nearest;6;7;0;0;0;2;1;0;0;0;0;0;0;0;generator
начинай трусить к близлежащему дому;nearest;6;6;0;0;0;1;1;0;0;0;0;0;0;0;generator
канай до недалёкого камушка;nearest;6;6;0;0;0;10;1;0;0;0;0;0;0;0;generator
найди близлежащий останец;nearest;6;7;0;0;0;11;1;0;0;0;0;0;0;0;generator
обскочи ближнего пьяного человека;nearest;6;8;0;0;0;9;1;0;0;0;0;0;0;0;generator
углубись к ближайшему ограждению;nearest;6;6;0;0;0;12;1;0;0;0;0;0;0;0;generator
попробуй рассматривать ближайший столб;nearest;6;9;0;0;0;13;1;0;0;0;0;0;0;0;generator
отыщи близкую женщину;nearest;6;7;0;0;0;6;1;0;0;0;0;0;0;0;generator
обнаружь ближнюю трещину;nearest;6;7;0;0;0;8;1;0;0;0;0;0;0;0;generator
обнаружь близлежащего свалившегося человека;nearest;6;7;0;0;0;9;1;0;0;0;0;0;0;0;generator
начни объезжать близкую дубраву;nearest;6;8;0;0;0;4;1;0;0;0;0;0;0;0;generator
начинай разглядывать недалекий лес;nearest;6;9;0;0;0;4;1;0;0;0;0;0;0;0;generator
обследуй близкую рощу;nearest;6;9;0;0;0;4;1;0;0;0;0;0;0;0;generator
обнаружь недалекий валун;nearest;6;7;0;0;0;11;1;0;0;0;0;0;0;0;generator
подходи до недалёкого упавшего дерева;nearest;6;6;0;0;0;3;1;0;0;0;0;0;0;0;generator
пытайся толкаться до ближайшего сваленного дерева;nearest;6;6;0;0;0;3;1;0;0;0;0;0;0;0;generator
обнаружь близкое ограждение;nearest;6;7;0;0;0;12;1;0;0;0;0;0;0;0;generator
поднемись до близкой расщелины;nearest;6;6;0;0;0;8;1;0;0;0;0;0;0;0;generator
опережай близкий свет;nearest;6;8;0;0;0;13;1;0;0;0;0;0;0;0;generator
обнаружь ближний булыжник;nearest;6;7;0;0;0;10;1;0;0;0;0;0;0;0;generator
обскочи недалёкую загородку;nearest;6;8;0;0;0;12;1;0;0;0;0;0;0;0;generator
найди близлежащий разрыв;nearest;6;7;0;0;0;8;1;0;0;0;0;0;0;0;generator
осмотри близкий бугор;nearest;6;9;0;0;0;7;1;0;0;0;0;0;0;0;generator
осмотри ближайшую избу;nearest;6;9;0;0;0;1;1;0;0;0;0;0;0;0;generator
пытайся обгонять близкую рощу;nearest;6;8;0;0;0;4;1;0;0;0;0;0;0;0;generator
начинай стремиться к недалёкому спиленному дереву;nearest;6;6;0;0;0;3;1;0;0;0;0;0;0;0;generator
начинай обгонять ближайшую булыгу;nearest;6;8;0;0;0;10;1;0;0;0;0;0;0;0;generator
оставь позади близлежащий останец;nearest;6;8;0;0;0;11;1;0;0;0;0;0;0;0;generator
исследуй близкий особняк;nearest;6;9;0;0;0;1;1;0;0;0;0;0;0;0;generator
опережай ближайшую рытвину;nearest;6;8;0;0;0;5;1;0;0;0;0;0;0;0;generator
попробуй осматривать близкое дерево;nearest;6;9;0;0;0;2;1;0;0;0;0;0;0;0;generator
попробуй объезжать ближний коттедж;nearest;6;8;0;0;0;1;1;0;0;0;0;0;0;0;generator
обнаружь недалекий автомобиль;nearest;6;7;0;0;0;14;1;0;0;0;0;0;0;0;generator
отправляйся до недалёкого поваленного дерева;nearest;6;6;0;0;0;3;1;0;0;0;0;0;0;0;generator
обнаружь ближний дуб;nearest;6;7;0;0;0;2;1;0;0;0;0;0;0;0;generator
рассматривай близлежащего мужчину;nearest;6;9;0;0;0;6;1;0;0;0;0;0;0;0;generator
опереди близлежащий останец;nearest;6;8;0;0;0;11;1;0;0;0;0;0;0;0;generator
начинай делать маневр к ближайшему дереву;nearest;6;6;0;0;0;2;1;0;0;0;0;0;0;0;generator
найди недалёкую канаву;nearest;6;7;0;0;0;5;1;0;0;0;0;0;0;0;generator
обнаружь недалёкого лежащего человека;nearest;6;7;0;0;0;9;1;0;0;0;0;0;0;0;generator
обходи ближайший валун;nearest;6;8;0;0;0;11;1;0;0;0;0;0;0;0;generator
обходи недалёкую чащу;nearest;6;8;0;0;0;4;1;0;0;0;0;0;0;0;generator
исследуй ближнее авто;nearest;6;9;0;0;0;14;1;0;0;0;0;0;0;0;generator
выскочи к близлежащему лежащему человеку;nearest;6;6;0;0;0;9;1;0;0;0;0;0;0;0;generator
рассматривай ближайшего мужчину;nearest;6;9;0;0;0;6;1;0;0;0;0;0;0;0;generator
обозревай недалёкую машину;nearest;6;9;0;0;0;14;1;0;0;0;0;0;0;0;generator
начинай объезжать близлежащий разлом;nearest;6;8;0;0;0;8;1;0;0;0;0;0;0;0;generator
обнаружь недалекий разлом;nearest;6;7;0;0;0;8;1;0;0;0;0;0;0;0;generator
исследуй недалекий останец;nearest;6;9;0;0;0;11;1;0;0;0;0;0;0;0;generator
обнаружь недалёкое сломанное дерево;nearest;6;7;0;0;0;3;1;0;0;0;0;0;0;0;generator
обскочи недалёкого человека;nearest;6;8;0;0;0;6;1;0;0;0;0;0;0;0;generator
попробуй хлюпать к близлежащей лампе;nearest;6;6;0;0;0;13;1;0;0;0;0;0;0;0;generator
пытайся рассматривать недалёкую впадину;nearest;6;9;0;0;0;5;1;0;0;0;0;0;0;0;generator
опереди недалекий дуб;nearest;6;8;0;0;0;2;1;0;0;0;0;0;0;0;generator
попробуй осматривать близлежащее сломанное дерево;nearest;6;9;0;0;0;3;1;0;0;0;0;0;0;0;generator
обнаружь недалекий останец;nearest;6;7;0;0;0;11;1;0;0;0;0;0;0;0;generator
разглядывай ближайший валун;nearest;6;9;0;0;0;11;1;0;0;0;0;0;0;0;generator
осматривай близкую берёзу;nearest;6;9;0;0;0;2;1;0;0;0;0;0;0;0;generator
пытайся обследовать ближайшую постройку;nearest;6;9;0;0;0;1;1;0;0;0;0;0;0;0;generator
обнаружь недалекий булыжник;nearest;6;7;0;0;0;10;1;0;0;0;0;0;0;0;generator
начни осматривать близлежащий камень;nearest;6;9;0;0;0;10;1;0;0;0;0;0;0;0;generator
начинай колобродить к близлежащему пригорку;nearest;6;6;0;0;0;7;1;0;0;0;0;0;0;0;generator
пытайся топать до близкого мужчины;nearest;6;6;0;0;0;6;1;0;0;0;0;0;0;0;generator
обскочи близлежащий фонарь;nearest;6;8;0;0;0;13;1;0;0;0;0;0;0;0;generator
начинай исследовать ближайший светильник;nearest;6;9;0;0;0;13;1;0;0;0;0;0;0;0;generator
осмотри ближайшего товарища;nearest;6;9;0;0;0;6;1;0;0;0;0;0;0;0;generator
проезжай к ближней пропасти;nearest;6;6;0;0;0;5;1;0;0;0;0;0;0;0;generator
обскакивай ближнюю даму;nearest;6;8;0;0;0;6;1;0;0;0;0;0;0;0;generator
попробуй обозревать близкий разлом;nearest;6;9;0;0;0;8;1;0;0;0;0;0;0;0;generator
исследуй недалекий особняк;nearest;6;9;0;0;0;1;1;0;0;0;0;0;0;0;generator
отыщи близкого упавшего человека;nearest;6;7;0;0;0;9;1;0;0;0;0;0;0;0;generator
начни бежать к близлежащей куче;nearest;6;6;0;0;0;7;1;0;0;0;0;0;0;0;generator
обскакивай близлежащего свалившегося человека;nearest;6;8;0;0;0;9;1;0;0;0;0;0;0;0;generator
сделай бросок к близкой впадине;nearest;6;6;0;0;0;5;1;0;0;0;0;0;0;0;generator
трогай до ближайшего дуба;nearest;6;6;0;0;0;2;1;0;0;0;0;0;0;0;generator
опереди недалёкую лампу;nearest;6;8;0;0;0;13;1;0;0;0;0;0;0;0;generator
обнаружь ближайшее препятствие;nearest;6;7;0;0;0;12;1;0;0;0;0;0;0;0;generator
обгоняй ближайшее спиленное дерево;nearest;6;8;0;0;0;3;1;0;0;0;0;0;0;0;generator
объезжай ближайшую рощу;nearest;6;8;0;0;0;4;1;0;0;0;0;0;0;0;generator
начни исследовать ближнюю булыгу;nearest;6;9;0;0;0;10;1;0;0;0;0;0;0;0;generator
начинай стремиться к близлежащему останцу;nearest;6;6;0;0;0;11;1;0;0;0;0;0;0;0;generator
пытайся обозревать близкого свалившегося человека;nearest;6;9;0;0;0;9;1;0;0;0;0;0;0;0;generator
рассмотри близлежащую яму;nearest;6;9;0;0;0;5;1;0;0;0;0;0;0;0;generator
начинай осматривать близлежащее препятствие;nearest;6;9;0;0;0;12;1;0;0;0;0;0;0;0;generator
торопись к близкому останцу;nearest;6;6;0;0;0;11;1;0;0;0;0;0;0;0;generator
обскочи ближнее препятствие;nearest;6;8;0;0;0;12;1;0;0;0;0;0;0;0;generator
найди ближнюю рощу;nearest;6;7;0;0;0;4;1;0;0;0;0;0;0;0;generator
отыщи недалёкое растение;nearest;6;7;0;0;0;2;1;0;0;0;0;0;0;0;generator
забреди к близлежащему булыжнику;nearest;6;6;0;0;0;10;1;0;0;0;0;0;0;0;generator
обставь ближний домик;nearest;6;8;0;0;0;1;1;0;0;0;0;0;0;0;generator
оставь позади близкую гору;nearest;6;8;0;0;0;7;1;0;0;0;0;0;0;0;generator
обследуй недалёкую гору;nearest;6;9;0;0;0;7;1;0;0;0;0;0;0;0;generator
начинай течь до ближайшего сваленного дерева;nearest;6;6;0;0;0;3;1;0;0;0;0;0;0;0;generator
попробуй газовать до недалёкого камня;nearest;6;6;0;0;0;10;1;0;0;0;0;0;0;0;generator
оставь позади недалекий останец;nearest;6;8;0;0;0;11;1;0;0;0;0;0;0;0;generator
найди близлежащего упавшего человека;nearest;6;7;0;0;0;9;1;0;0;0;0;0;0;0;generator
обставь ближнюю постройку;nearest;6;8;0;0;0;1;1;0;0;0;0;0;0;0;generator
опережай ближайший дуб;nearest;6;8;0;0;0;2;1;0;0;0;0;0;0;0;generator
броссься до близлежащего лежащего человека;nearest;6;6;0;0;0;9;1;0;0;0;0;0;0;0;generator
рассматривай близлежащее дерево;nearest;6;9;0;0;0;2;1;0;0;0;0;0;0;0;generator
пытайся поторапливаться до ближнего камня;nearest;6;6;0;0;0;10;1;0;0;0;0;0;0;0;generator
начни обгонять недалёкое сломанное дерево;nearest;6;8;0;0;0;3;1;0;0;0;0;0;0;0;generator
пролетай к близлежащему растению;nearest;6;6;0;0;0;2;1;0;0;0;0;0;0;0;generator
разыщи недалёкую лампу;nearest;6;7;0;0;0;13;1;0;0;0;0;0;0;0;generator
обскочи ближайшую лесополосу;nearest;6;8;0;0;0;4;1;0;0;0;0;0;0;0;generator
найди близкий коттедж;nearest;6;7;0;0;0;1;1;0;0;0;0;0;0;0;generator
попробуй обгонять ближайший провал;nearest;6;8;0;0;0;5;1;0;0;0;0;0;0;0;generator
обследуй близкий столб;nearest;6;9;0;0;0;13;1;0;0;0;0;0;0;0;generator
гуляй до ближней дубравы;nearest;6;6;0;0;0;4;1;0;0;0;0;0;0;0;generator
обскочи близлежащий автомобиль;nearest;6;8;0;0;0;14;1;0;0;0;0;0;0;0;generator
пытайся объезжать недалекий коттедж;nearest;6;8;0;0;0;1;1;0;0;0;0;0;0;0;generator
пытайся разглядывать недалёкого железного коня;nearest;6;9;0;0;0;14;1;0;0;0;0;0;0;0;generator
хромай к близлежащей машине;nearest;6;6;0;0;0;14;1;0;0;0;0;0;0;0;generator
обскакивай недалёкую пропасть;nearest;6;8;0;0;0;5;1;0;0;0;0;0;0;0;generator
разглядывай недалекий валун;nearest;6;9;0;0;0;11;1;0;0;0;0;0;0;0;generator
оставь позади недалёкого мужчину;nearest;6;8;0;0;0;6;1;0;0;0;0;0;0;0;generator
разыщи ближайшее растение;nearest;6;7;0;0;0;2;1;0;0;0;0;0;0;0;generator
дуй к близкому барьеру;nearest;6;6;0;0;0;12;1;0;0;0;0;0;0;0;generator
начни проезжать до ближнего упавшего человека;nearest;6;6;0;0;0;9;1;0;0;0;0;0;0;0;generator
начинай разглядывать близкого лежащего человека;nearest;6;9;0;0;0;9;1;0;0;0;0;0;0;0;generator
исследуй недалёкое срубленное дерево;nearest;6;9;0;0;0;3;1;0;0;0;0;0;0;0;generator
разыщи близкого товарища;nearest;6;7;0;0;0;6;1;0;0;0;0;0;0;0;generator
обследуй близкую преграду;nearest;6;9;0;0;0;12;1;0;0;0;0;0;0;0;generator
исследуй недалекий булыжник;nearest;6;9;0;0;0;10;1;0;0;0;0;0;0;0;generator
отыщи близлежащий разлом;nearest;6;7;0;0;0;8;1;0;0;0;0;0;0;0;generator
отыщи ближний валун;nearest;6;7;0;0;0;11;1;0;0;0;0;0;0;0;generator
обнаружь недалёкую трещину;nearest;6;7;0;0;0;8;1;0;0;0;0;0;0;0;generator
опереди недалекий провал;nearest;6;8;0;0;0;5;1;0;0;0;0;0;0;0;generator
исследуй ближнюю пропасть;nearest;6;9;0;0;0;5;1;0;0;0;0;0;0;0;generator
пытайся рассматривать близкую машину;nearest;6;9;0;0;0;14;1;0;0;0;0;0;0;0;generator
начинай обозревать ближайшую лампу;nearest;6;9;0;0;0;13;1;0;0;0;0;0;0;0;generator
объезжай близкий коттедж;nearest;6;8;0;0;0;1;1;0;0;0;0;0;0;0;generator
опереди близлежащий булыжник;nearest;6;8;0;0;0;10;1;0;0;0;0;0;0;0;generator
начни шлёпать к близлежащему провалу;nearest;6;6;0;0;0;5;1;0;0;0;0;0;0;0;generator
обследуй ближнюю булыгу;nearest;6;9;0;0;0;10;1;0;0;0;0;0;0;0;generator
обнаружь близлежащую возвышенность;nearest;6;7;0;0;0;7;1;0;0;0;0;0;0;0;generator
отыщи ближайший барьер;nearest;6;7;0;0;0;12;1;0;0;0;0;0;0;0;generator
разыщи близлежащий бугор;nearest;6;7;0;0;0;7;1;0;0;0;0;0;0;0;generator
обозревай ближайшую пропасть;nearest;6;9;0;0;0;5;1;0;0;0;0;0;0;0;generator
пытайся обследовать близкую гору;nearest;6;9;0;0;0;7;1;0;0;0;0;0;0;0;generator
обскочи ближнюю расщелину;nearest;6;8;0;0;0;8;1;0;0;0;0;0;0;0;generator
начинай осматривать недалёкую рощу;nearest;6;9;0;0;0;4;1;0;0;0;0;0;0;0;generator
сделай бросок к ближнему строению;nearest;6;6;0;0;0;1;1;0;0;0;0;0;0;0;generator
опереди ближний холмик;nearest;6;8;0;0;0;7;1;0;0;0;0;0;0;0;generator
опережай ближнего человека;nearest;6;8;0;0;0;6;1;0;0;0;0;0;0;0;generator
обходи близлежащую булыгу;nearest;6;8;0;0;0;10;1;0;0;0;0;0;0;0;generator
обходи близкий камень;nearest;6;8;0;0;0;10;1;0;0;0;0;0;0;0;generator
переступай к близлежащему останцу;nearest;6;6;0;0;0;11;1;0;0;0;0;0;0;0;generator
отыщи ближайшую преграду;nearest;6;7;0;0;0;12;1;0;0;0;0;0;0;0;generator
пытайся обследовать близкую кучу;nearest;6;9;0;0;0;7;1;0;0;0;0;0;0;0;generator
обнаружь близкую гору;nearest;6;7;0;0;0;7;1;0;0;0;0;0;0;0;generator
обставь ближайшее упавшее дерево;nearest;6;8;0;0;0;3;1;0;0;0;0;0;0;0;generator
начинай выбегать до ближайшего света;nearest;6;6;0;0;0;13;1;0;0;0;0;0;0;0;generator
потеряйся до недалёкого ребёнка;nearest;6;6;0;0;0;6;1;0;0;0;0;0;0;0;generator
прогуляйся к близлежащему камушку;nearest;6;6;0;0;0;10;1;0;0;0;0;0;0;0;generator
разыщи близкую даму;nearest;6;7;0;0;0;6;1;0;0;0;0;0;0;0;generator
отыщи недалекий разрыв;nearest;6;7;0;0;0;8;1;0;0;0;0;0;0;0;generator
начни шмыгать к недалёкой впадине;nearest;6;6;0;0;0;5;1;0;0;0;0;0;0;0;generator
обскакивай недалёкую кучу;nearest;6;8;0;0;0;7;1;0;0;0;0;0;0;0;generator
попробуй приближаться к ближайшему сваленному дереву;nearest;6;6;0;0;0;3;1;0;0;0;0;0;0;0;generator
начинай опережать ближайшего упавшего человека;nearest;6;8;0;0;0;9;1;0;0;0;0;0;0;0;generator
обскочи ближнего упавшего человека;nearest;6;8;0;0;0;9;1;0;0;0;0;0;0;0;generator
найди близлежащего товарища;nearest;6;7;0;0;0;6;1;0;0;0;0;0;0;0;generator
найди близкую булыгу;nearest;6;7;0;0;0;10;1;0;0;0;0;0;0;0;generator
поддай до ближней чащи;nearest;6;6;0;0;0;4;1;0;0;0;0;0;0;0;generator
осматривай недалёкого свалившегося человека;nearest;6;9;0;0;0;9;1;0;0;0;0;0;0;0;generator
дуй до близлежащего камня;nearest;6;6;0;0;0;10;1;0;0;0;0;0;0;0;generator
оставь позади недалёкое растение;nearest;6;8;0;0;0;2;1;0;0;0;0;0;0;0;generator
рассмотри недалёкое ограждение;nearest;6;9;0;0;0;12;1;0;0;0;0;0;0;0;generator
начни лететь до ближайшего оврага;nearest;6;6;0;0;0;5;1;0;0;0;0;0;0;0;generator
обставь близлежащего мужчину;nearest;6;8;0;0;0;6;1;0;0;0;0;0;0;0;generator
кинься до близлежащего бугра;nearest;6;6;0;0;0;7;1;0;0;0;0;0;0;0;generator
обставь недалекий валун;nearest;6;8;0;0;0;11;1;0;0;0;0;0;0;0;generator
попробуй обгонять ближний холм;nearest;6;8;0;0;0;7;1;0;0;0;0;0;0;0;generator
вкатывайся до близкой преграды;nearest;6;6;0;0;0;12;1;0;0;0;0;0;0;0;generator
найди близкого лежащего человека;nearest;6;7;0;0;0;9;1;0;0;0;0;0;0;0;generator
обнаружь недалёкую канаву;nearest;6;7;0;0;0;5;1;0;0;0;0;0;0;0;generator
перемещайся к недалёкой лесополосе;nearest;6;6;0;0;0;4;1;0;0;0;0;0;0;0;generator
пытайся колобродить к ближайшей даме;nearest;6;6;0;0;0;6;1;0;0;0;0;0;0;0;generator
пробеги до ближайшего оврага;nearest;6;6;0;0;0;5;1;0;0;0;0;0;0;0;generator
отыщи близлежащий барьер;nearest;6;7;0;0;0;12;1;0;0;0;0;0;0;0;generator
обгоняй ближайший дом;nearest;6;8;0;0;0;1;1;0;0;0;0;0;0;0;generator
отыщи ближайшую рощу;nearest;6;7;0;0;0;4;1;0;0;0;0;0;0;0;generator
приближайся к ближайшей впадине;nearest;6;6;0;0;0;5;1;0;0;0;0;0;0;0;generator
начни волочься до близлежащей булыги;nearest;6;6;0;0;0;10;1;0;0;0;0;0;0;0;generator
попробуй скатываться к близкому ребёнку;nearest;6;6;0;0;0;6;1;0;0;0;0;0;0;0;generator
обнаружь ближайшую машину;nearest;6;7;0;0;0;14;1;0;0;0;0;0;0;0;generator
оставь позади ближнюю гору;nearest;6;8;0;0;0;7;1;0;0;0;0;0;0;0;generator
обследуй близлежащий валун;nearest;6;9;0;0;0;11;1;0;0;0;0;0;0;0;generator
начни обозревать близкий разлом;nearest;6;9;0;0;0;8;1;0;0;0;0;0;0;0;generator
рассматривай ближнего пьяного человека;nearest;6;9;0;0;0;9;1;0;0;0;0;0;0;0;generator
обходи ближайшую пропасть;nearest;6;8;0;0;0;5;1;0;0;0;0;0;0;0;generator
начни объезжать ближний разлом;nearest;6;8;0;0;0;8;1;0;0;0;0;0;0;0;generator
найди ближний разрыв;nearest;6;7;0;0;0;8;1;0;0;0;0;0;0;0;generator
начни обозревать близлежащий пригорок;nearest;6;9;0;0;0;7;1;0;0;0;0;0;0;0;generator
найди ближайший лес;nearest;6;7;0;0;0;4;1;0;0;0;0;0;0;0;generator
найди близлежащий пригорок;nearest;6;7;0;0;0;7;1;0;0;0;0;0;0;0;generator
обнаружь близлежащий свет;nearest;6;7;0;0;0;13;1;0;0;0;0;0;0;0;generator
рассмотри ближайшую даму;nearest;6;9;0;0;0;6;1;0;0;0;0;0;0;0;generator
поднемись до близкого валуна;nearest;6;6;0;0;0;11;1;0;0;0;0;0;0;0;generator
рассматривай близкое здание;nearest;6;9;0;0;0;1;1;0;0;0;0;0;0;0;generator
обнаружь ближний светильник;nearest;6;7;0;0;0;13;1;0;0;0;0;0;0;0;generator
попробуй выбираться к близкой сосне;nearest;6;6;0;0;0;2;1;0;0;0;0;0;0;0;generator
пытайся осматривать близлежащего мужчину;nearest;6;9;0;0;0;6;1;0;0;0;0;0;0;0;generator
попробуй выбрасываться к близлежащей ольхе;nearest;6;6;0;0;0;2;1;0;0;0;0;0;0;0;generator
отыщи недалёкого упавшего человека;nearest;6;7;0;0;0;9;1;0;0;0;0;0;0;0;generator
рассмотри недалёкую чащу;nearest;6;9;0;0;0;4;1;0;0;0;0;0;0;0;generator
разглядывай близкую даму;nearest;6;9;0;0;0;6;1;0;0;0;0;0;0;0;generator
отыщи близлежащий дуб;nearest;6;7;0;0;0;2;1;0;0;0;0;0;0;0;generator
попробуй разглядывать ближайшее спиленное дерево;nearest;6;9;0;0;0;3;1;0;0;0;0;0;0;0;generator
оставь позади ближнего пьяного человека;nearest;6;8;0;0;0;9;1;0;0;0;0;0;0;0;generator
обозревай недалёкое сломанное дерево;nearest;6;9;0;0;0;3;1;0;0;0;0;0;0;0;generator
пытайся везти к близкому разрыву;nearest;6;6;0;0;0;8;1;0;0;0;0;0;0;0;generator
попробуй пролетать до ближайшего разлома;nearest;6;6;0;0;0;8;1;0;0;0;0;0;0;0;generator
обнаружь близкий бугор;nearest;6;7;0;0;0;7;1;0;0;0;0;0;0;0;generator
рассмотри ближний камень;nearest;6;9;0;0;0;10;1;0;0;0;0;0;0;0;generator
оставь позади ближайшее дерево;nearest;6;8;0;0;0;2;1;0;0;0;0;0;0;0;generator
начни осматривать ближайшую машину;nearest;6;9;0;0;0;14;1;0;0;0;0;0;0;0;generator
обгоняй близлежащий бугор;nearest;6;8;0;0;0;7;1;0;0;0;0;0;0;0;generator
пытайся обозревать ближайшую рощу;nearest;6;9;0;0;0;4;1;0;0;0;0;0;0;0;generator
найди ближнего пьяного человека;nearest;6;7;0;0;0;9;1;0;0;0;0;0;0;0;generator
начинай объезжать ближайший камушек;nearest;6;8;0;0;0;10;1;0;0;0;0;0;0;0;generator
осматривай ближний фонарь;nearest;6;9;0;0;0;13;1;0;0;0;0;0;0;0;generator
перемещайся к ближней даме;nearest;6;6;0;0;0;6;1;0;0;0;0;0;0;0;generator
обозревай ближайшую ольху;nearest;6;9;0;0;0;2;1;0;0;0;0;0;0;0;generator
опережай ближайшее срубленное дерево;nearest;6;8;0;0;0;3;1;0;0;0;0;0;0;0;generator
начинай обгонять близкое поваленное дерево;nearest;6;8;0;0;0;3;1;0;0;0;0;0;0;0;generator
обходи близлежащего пьяного человека;nearest;6;8;0;0;0;9;1;0;0;0;0;0;0;0;generator
обставь ближайший столб;nearest;6;8;0;0;0;13;1;0;0;0;0;0;0;0;generator
рассмотри близкую впадину;nearest;6;9;0;0;0;5;1;0;0;0;0;0;0;0;generator
обнаружь ближнюю ольху;nearest;6;7;0;0;0;2;1;0;0;0;0;0;0;0;generator
давай до ближайшего останца;nearest;6;6;0;0;0;11;1;0;0;0;0;0;0;0;generator
обскочи ближайший валун;nearest;6;8;0;0;0;11;1;0;0;0;0;0;0;0;generator
трогай к ближайшей трещине;nearest;6;6;0;0;0;8;1;0;0;0;0;0;0;0;generator
пытайся шлёпать до близлежащего растения;nearest;6;6;0;0;0;2;1;0;0;0;0;0;0;0;generator
рассматривай близлежащее здание;nearest;6;9;0;0;0;1;1;0;0;0;0;0;0;0;generator
найди недалекий овраг;nearest;6;7;0;0;0;5;1;0;0;0;0;0;0;0;generator
отвали до недалёкой булыги;nearest;6;6;0;0;0;10;1;0;0;0;0;0;0;0;generator
начни разглядывать близкий камень;nearest;6;9;0;0;0;10;1;0;0;0;0;0;0;0;generator
пытайся езжать к близлежащей загородке;nearest;6;6;0;0;0;12;1;0;0;0;0;0;0;0;generator
обходи ближнего лежащего человека;nearest;6;8;0;0;0;9;1;0;0;0;0;0;0;0;generator
переместись до недалёкого препятствия;nearest;6;6;0;0;0;12;1;0;0;0;0;0;0;0;generator
отбегай до ближней возвышенности;nearest;6;6;0;0;0;7;1;0;0;0;0;0;0;0;generator
припусти к близлежащему сваленному дереву;nearest;6;6;0;0;0;3;1;0;0;0;0;0;0;0;generator
делай маневр к близкому мужчине;nearest;6;6;0;0;0;6;1;0;0;0;0;0;0;0;generator
выходи к недалёкому камушку;nearest;6;6;0;0;0;10;1;0;0;0;0;0;0;0;generator
рассматривай недалёкую канаву;nearest;6;9;0;0;0;5;1;0;0;0;0;0;0;0;generator
обставь ближайшую дубраву;nearest;6;8;0;0;0;4;1;0;0;0;0;0;0;0;generator
отыщи близкую рощу;nearest;6;7;0;0;0;4;1;0;0;0;0;0;0;0;generator
начни рассматривать близкий лес;nearest;6;9;0;0;0;4;1;0;0;0;0;0;0;0;generator
отыщи близкий барьер;nearest;6;7;0;0;0;12;1;0;0;0;0;0;0;0;generator
обскочи близлежащего ребёнка;nearest;6;8;0;0;0;6;1;0;0;0;0;0;0;0;generator
начни становиться к недалёкому авто;nearest;6;6;0;0;0;14;1;0;0;0;0;0;0;0;generator
отыщи ближний коттедж;nearest;6;7;0;0;0;1;1;0;0;0;0;0;0;0;generator
осматривай недалекий особняк;nearest;6;9;0;0;0;1;1;0;0;0;0;0;0;0;generator
попробуй обследовать ближайший автомобиль;nearest;6;9;0;0;0;14;1;0;0;0;0;0;0;0;generator
обскакивай ближайшее упавшее дерево;nearest;6;8;0;0;0;3;1;0;0;0;0;0;0;0;generator
обскочи близлежащую кучу;nearest;6;8;0;0;0;7;1;0;0;0;0;0;0;0;generator
рассмотри близлежащее авто;nearest;6;9;0;0;0;14;1;0;0;0;0;0;0;0;generator
найди ближайшую рощу;nearest;6;7;0;0;0;4;1;0;0;0;0;0;0;0;generator
обнаружь недалёкое поваленное дерево;nearest;6;7;0;0;0;3;1;0;0;0;0;0;0;0;generator
исследуй ближний разрыв;nearest;6;9;0;0;0;8;1;0;0;0;0;0;0;0;generator
забреди до ближнего дома;nearest;6;6;0;0;0;1;1;0;0;0;0;0;0;0;generator
пытайся спускаться к недалёкой горке;nearest;6;6;0;0;0;7;1;0;0;0;0;0;0;0;generator
осматривай ближайший останец;nearest;6;9;0;0;0;11;1;0;0;0;0;0;0;0;generator
броссься до ближней расщелины;nearest;6;6;0;0;0;8;1;0;0;0;0;0;0;0;generator
тянись к близкому разлому;nearest;6;6;0;0;0;8;1;0;0;0;0;0;0;0;generator
обставь недалёкую избу;nearest;6;8;0;0;0;1;1;0;0;0;0;0;0;0;generator
разыщи близкое сваленное дерево;nearest;6;7;0;0;0;3;1;0;0;0;0;0;0;0;generator
разыщи близкого мужчину;nearest;6;7;0;0;0;6;1;0;0;0;0;0;0;0;generator
начни обозревать близлежащее дерево;nearest;6;9;0;0;0;2;1;0;0;0;0;0;0;0;generator
начинай исследовать близлежащий камушек;nearest;6;9;0;0;0;10;1;0;0;0;0;0;0;0;generator
обоснуйся к ближайшему холмику;nearest;6;6;0;0;0;7;1;0;0;0;0;0;0;0;generator
поднемись к близлежащему разлому;nearest;6;6;0;0;0;8;1;0;0;0;0;0;0;0;generator
оставь позади ближнюю горку;nearest;6;8;0;0;0;7;1;0;0;0;0;0;0;0;generator
